,name,area,address,latitude,longitude
0,짬뽕씨티,철산,경기도 광명시 철산동 425,37.474021,126.86936200000001
1,짬뽕아울렛,오산,경기도 오산시 원동 560-31,37.140269,127.07453899999999
2,짬뽕아저씨,진주시,경상남도 진주시,35.169281,128.131535
3,짬뽕아저씨,강릉,강원도 강릉시 내곡동 40-4,37.74705,128.89027
4,짬뽕애,오류동,대전광역시 중구 오류동 186-1,36.327257,127.405575
5,짬뽕애,제기동,서울특별시 동대문구 용두동 689-19,37.577987,127.0357
6,짬뽕애,용암동,충청북도 청주시 상당구 용암동 2525,36.618054,127.510948
7,짬뽕애,한밭대,대전광역시 유성구 덕명동 587-9,36.349412,127.29753799999999
8,짬뽕애,관산동,경기도 고양시 덕양구 관산동 231-12,37.689,126.863
9,짬뽕앤짜장,토성면,울산광역시 울주군 범서읍 두산리,35.642879,129.28801
10,짬뽕에 취한날,연동,제주도 제주시 연동 311-21,33.491138,126.49783300000001
11,짬뽕에도족보가있다,평내동,경기도 남양주시 평내동 565-2,37.644555,127.236846
12,짬뽕에미치다,계양구,인천광역시 계양구 동양동 577-5,37.559985,126.7564
13,짬뽕연구소,안산,경기도 안산시 상록구 본오동 923-12,37.289715,126.863437
14,짬뽕예술관,대전,대전광역시 서구 정림동 18-26,36.306754999999995,127.36791000000001
15,짬뽕위에 더짬뽕,남원,전라북도 남원시 도통동 534-6,35.4159,127.392
16,짬뽕위에더짬뽕,성수,서울특별시 성동구 성수동1가 668-10,37.547512,127.04391000000001
17,짬뽕을잘아는남자,대현동,대구광역시 북구 대현동 412-7,35.884909,128.604213
18,짬뽕의 기수,사림동,경상남도 창원시 의창구 사림동 66-1,35.244954,128.682848
19,짬뽕의 꿈,숭인동,경기도 안성시 숭인동 67-1,37.008101,127.273501
20,짬뽕의 달인,불광동,서울특별시 은평구 불광1동 281-156,37.610196,126.930973
21,짬뽕의 대가,동천동,대구광역시 북구 동천동 931-1,35.937241,128.558635
22,짬뽕의 신화,산호동,경상남도 창원시 마산합포구 산호동 10-3,35.219707,128.586591
23,짬뽕의 신화,삼산,인천시 부평구 삼산2동 463-7,37.50761,126.73352
24,짬뽕의고수,홍제동,서울특별시 서대문구 홍제동 287-49,37.596951000000004,126.94731599999999
25,짬뽕의고수앤냉면,판교역,경기도 성남시 분당구 삼평동 647,37.396675,127.110451
26,짬뽕의꿈,공도읍,경기도 안성시 공도읍 용두리 682-18,36.998815,127.154776
27,짬뽕의꿈,장안동,경기도 평택시 장안동 411,37.063994,127.07666299999998
28,짬뽕의꿈,청주,충청북도 청주시 흥덕구 복대동 221-33,36.638052,127.43814099999999
29,짬뽕의꿈&amp;짜장,궐동,경기도 오산시 궐동 612-1,37.161863000000004,127.05391200000001
30,짬뽕의꿈&amp;짜장,공도읍,경기도 안성시 공도읍 용두리 682-18,36.998815,127.154776
31,짬뽕의달인,양감면,경기도 화성시 양감면 신왕리 702-1,37.080374,126.94398600000001
32,짬뽕의달인,금곡동,경기도 남양주시 금곡동 406-82,37.634171,127.20886000000002
33,짬뽕의달인,경안동,경기도 광주 경안동 24-18,37.409812,127.259651
34,짬뽕의달인,성남,경기도 성남시 수정구 신흥1동 5544-1,37.441829,127.137367
35,짬뽕의달인,토성면,울산광역시 울주군 범서읍 굴화리,35.553259000000004,129.2604
36,짬뽕의달인,안산,경기도 안산시 상록구 사2동 1420-14,37.28368,126.84936
