,name,area,address,latitude,longitude
21046,치킨앤맘,동면,경상남도 창녕군 창녕읍 직교리 662-1,35.540464,128.483554
21047,치킨앤맘,명서동,경상남도 창원시 의창구 명서동 24-4,35.252668,128.640792
21048,치킨앤밥스,천호동,서울특별시 강동구 성내동 38-10,37.535938,127.12505300000001
21055,치킨앤칩스,경희대,서울특별시 동대문구 회기동 16-92,37.591602,127.05286399999999
21064,치킨앤카레군,홍대,서울특별시 마포구 동교동 164-11,37.555836,126.92388700000001
21067,치킨앤파닭,충주,충청북도 충주시 연수동 700-8,36.992587,127.931293
21069,치킨야시장,선릉역,서울특별시 동작구 사당동 312-9,37.481569,126.97248200000001
21071,치킨업,화곡,서울특별시 강서구 화곡1동 1070-8,37.539904,126.834647
21073,치킨에꼬치다,석계역,서울특별시 노원구 월계동 61-10,37.615871000000006,127.064633
21088,치킨영토,포항,경상북도 포항시 남구 효자동 600-1,36.00473,129.339764
21091,치킨영토,비산동,경기도 안양시 동안구 비산동 1101-2,37.396846000000004,126.94888300000001
21092,치킨영토,군포,경기도 군포시 부곡동 1195,37.336065999999995,126.93411100000002
21096,치킨와따,포승읍,경기도 평택시 포승읍 원정리 443-14,36.992655,126.840239
21099,치킨왕자피자공주,문산읍,경기도 파주시 문산읍 선유리 423-7,37.866042,126.805903
21101,치킨왕자피자공주,광탄면,경기도 파주시 광탄면 신산리 224-7,37.781221,126.84791399999999
21103,치킨욜로,신장동,경기도 하남시 신장동 432-18,37.536772,127.20751000000001
21106,치킨월드,죽전네거리,대구광역시 달서구 용산1동 914,35.86105,128.53252
21107,치킨월드,춘천,강원도 춘천시 효자3동 756-1,37.87919,127.74067
21117,치킨의계절,강동역,서울특별시 강동구 천호동 121-83,37.539336999999996,127.136121
21121,치킨이남달라,심곡동,경기도 부천시 심곡동 385,37.485371,126.78026299999999
21122,치킨이남달라,길동,서울특별시 강동구 길동 395-1,37.537459999999996,127.14139399999999
21123,치킨이닭,봉명동,충청북도 청주시 흥덕구 봉명동 1042,36.639981,127.46709399999999
21127,치킨이땡기는날,서천동,경기도 용인시 기흥구 서천동 7-4,37.246635,127.07736299999999
21129,치킨이랑닭강정,남면,경기도 양주시 남면 신산리 282-9,37.896661,126.975251
21130,치킨이랑맥주랑,언남동,경기도 용인시 기흥구 언남동 159-7,37.293094,127.128574
21132,치킨이맛있는집,개포동,서울특별시 강남구 개포동 1222-11,37.476428999999996,127.04795800000001
21133,치킨이맛있는집,강남역,서울특별시 서초구 서초동 1648-8,37.49037,127.020775
